supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts,txn_count,avg_txn_amount,avg_delay,late_ratio,dispute_rate,avg_delivery_quality,contract_text,clause_risk_score,risk_score,risk_label
S_04561,Rosales PLC,LATAM,IT Services,180185,142505,66,1258336,54,9,90,0.47,0,Medium,664,2025-11-01 22:08:47.159286+00:00,0.0,0.0,66.0,0.0,0.0,90.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.11,0.857,high
S_04562,Rowland and Sons,LATAM,Biotech,2760147,1789730,17,353523,18,2,68,0.63,2,High,720,2025-11-01 22:08:47.159442+00:00,0.0,0.0,17.0,0.0,0.0,68.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.29,0.143,low
S_04563,"Sanders, Colon and Gilmore",LATAM,Logistics,2065204,1538784,73,230281,8,6,86,0.21,7,Low,573,2025-11-01 22:08:47.159843+00:00,0.0,0.0,73.0,0.0,0.0,86.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,31.01,0.857,high
S_04564,"Stephens, Stone and Johnston",Europe,Facilities,894985,697551,43,1250958,11,12,92,0.79,1,Low,776,2025-11-01 22:08:47.160237+00:00,0.0,0.0,43.0,0.0,0.0,92.0,Penalty clause included for delayed delivery.,17.53,0.286,low
S_04565,Michael-Ortega,Europe,Biotech,1282998,768448,17,1720705,15,3,60,0.87,8,Medium,804,2025-11-01 22:08:47.160509+00:00,0.0,0.0,17.0,0.0,0.0,60.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,20.06,0.143,low
S_04566,Singh Ltd,Europe,IT Services,1061786,918387,38,295977,15,4,97,0.42,9,High,647,2025-11-01 22:08:47.160669+00:00,3.0,26787.333333333332,22.666666666666668,1.0,0.0,75.0,Penalty clause included for delayed delivery.,21.16,0.429,medium
S_04567,"French, Burns and Nguyen",Europe,Logistics,2459575,1834039,89,126865,6,0,56,0.39,3,High,636,2025-11-01 22:08:47.161064+00:00,0.0,0.0,89.0,0.0,0.0,56.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,27.64,0.714,high
S_04568,Kelley-Foster,Europe,Biotech,4465984,3258591,20,565236,48,3,71,0.95,0,Medium,832,2025-11-01 22:08:47.161339+00:00,1.0,49814.0,70.0,1.0,0.0,51.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.83,0.286,low
S_04569,"Weiss, Robinson and Bell",Europe,IT Services,4146220,2135828,20,1277028,26,6,57,0.65,10,Low,727,2025-11-01 22:08:47.161733+00:00,0.0,0.0,20.0,0.0,0.0,57.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,34.25,0.429,medium
S_04570,Watts-Travis,Asia-Pacific,Biotech,3496412,1878965,62,1687397,30,4,53,0.35,8,Medium,622,2025-11-01 22:08:47.162020+00:00,1.0,9242.0,79.0,1.0,0.0,89.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.77,0.714,high
S_04571,Bowman Group,Asia-Pacific,Logistics,3861002,2270199,35,17289,41,3,50,0.57,10,Medium,699,2025-11-01 22:08:47.162182+00:00,0.0,0.0,35.0,0.0,0.0,50.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.96,0.143,low
S_04572,Flowers and Sons,Europe,Facilities,500919,214080,62,1998969,18,1,96,0.51,5,Medium,678,2025-11-01 22:08:47.162340+00:00,1.0,49531.0,17.0,1.0,0.0,96.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.54,0.571,medium
S_04573,"Smith, Leon and Wagner",LATAM,Logistics,1424608,875650,75,315303,24,5,88,0.54,10,Medium,689,2025-11-01 22:08:47.162818+00:00,0.0,0.0,75.0,0.0,0.0,88.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,33.44,0.286,low
S_04574,Simpson Inc,LATAM,Logistics,3998464,2686750,23,1459570,25,3,82,0.77,2,High,769,2025-11-01 22:08:47.162986+00:00,0.0,0.0,23.0,0.0,0.0,82.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,57.16,0.0,low
S_04575,"Clements, Allen and Sullivan",Europe,Logistics,3675360,1812087,20,1994206,39,3,62,0.33,8,Medium,615,2025-11-01 22:08:47.163430+00:00,0.0,0.0,20.0,0.0,0.0,62.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.53,0.429,medium
S_04576,Weaver Inc,Asia-Pacific,Logistics,743859,566028,27,718525,44,0,74,0.36,2,Medium,626,2025-11-01 22:08:47.163614+00:00,1.0,30213.0,82.0,1.0,0.0,94.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,39.4,0.429,medium
S_04577,Johnson Inc,Asia-Pacific,Manufacturing,279902,234760,87,211106,23,4,54,0.82,2,Medium,787,2025-11-01 22:08:47.163795+00:00,0.0,0.0,87.0,0.0,0.0,54.0,Penalty clause included for delayed delivery.,19.34,0.429,medium
S_04578,Martinez-Lopez,Europe,IT Services,1395553,1124098,49,938566,49,0,83,0.35,10,Low,622,2025-11-01 22:08:47.164130+00:00,0.0,0.0,49.0,0.0,0.0,83.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,48.78,0.571,medium
S_04579,"Jones, King and Tapia",Europe,IT Services,4808854,2006748,53,1916054,16,11,89,0.38,3,High,633,2025-11-01 22:08:47.164523+00:00,0.0,0.0,53.0,0.0,0.0,89.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,48.45,0.857,high
S_04580,Duffy-Stanley,Asia-Pacific,Logistics,3901047,3236050,70,1727566,57,11,64,0.42,3,Medium,647,2025-11-01 22:08:47.164819+00:00,1.0,12527.0,67.0,1.0,0.0,98.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.77,1.0,high
S_04581,Wolfe LLC,Asia-Pacific,Biotech,3797860,1670463,78,55364,27,3,98,0.61,0,Medium,713,2025-11-01 22:08:47.164978+00:00,0.0,0.0,78.0,0.0,0.0,98.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,41.59,0.286,low
S_04582,Hughes-Clark,LATAM,IT Services,2297871,1574481,7,1076961,50,2,72,0.47,7,High,664,2025-11-01 22:08:47.165249+00:00,0.0,0.0,7.0,0.0,0.0,72.0,Penalty clause included for delayed delivery.,17.34,0.286,low
S_04583,Harvey-Gillespie,Europe,Manufacturing,1575921,634841,0,1183479,32,1,85,0.79,6,Medium,776,2025-11-01 22:08:47.165525+00:00,1.0,13448.0,44.0,1.0,0.0,58.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,29.12,0.286,low
S_04584,"Mendez, Williams and Henry",Asia-Pacific,Facilities,2595948,1922651,36,988066,52,10,98,0.6,5,High,710,2025-11-01 22:08:47.165934+00:00,0.0,0.0,36.0,0.0,0.0,98.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,34.46,0.286,low
S_04585,Porter LLC,Europe,IT Services,871866,764687,48,1833345,29,0,85,0.42,10,Medium,647,2025-11-01 22:08:47.166090+00:00,0.0,0.0,48.0,0.0,0.0,85.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.63,0.714,high
S_04586,Scott Group,Europe,Facilities,4843050,3982058,84,11417,53,2,71,0.31,2,Medium,608,2025-11-01 22:08:47.166246+00:00,2.0,26935.0,25.0,0.5,0.0,89.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.84,0.714,high
S_04587,Mullins-Carrillo,Asia-Pacific,Manufacturing,3145251,2509881,85,140233,54,5,72,0.84,6,High,794,2025-11-01 22:08:47.166507+00:00,0.0,0.0,85.0,0.0,0.0,72.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,29.41,0.286,low
S_04588,Barker-Oliver,Europe,Facilities,2594109,1893328,57,892651,47,8,51,0.98,10,Low,843,2025-11-01 22:08:47.166806+00:00,0.0,0.0,57.0,0.0,0.0,51.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.85,0.714,high
S_04589,Avery-Cohen,Asia-Pacific,Biotech,2275566,1367952,61,84244,21,3,77,0.96,4,High,836,2025-11-01 22:08:47.167070+00:00,0.0,0.0,61.0,0.0,0.0,77.0,No clear penalty clause; termination ambiguous.,54.92,0.286,low
S_04590,James Group,Asia-Pacific,Logistics,2474821,2200626,19,59203,33,5,67,0.87,3,High,804,2025-11-01 22:08:47.167224+00:00,1.0,8132.0,18.0,1.0,0.0,71.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.05,0.143,low
S_04591,Wells PLC,Asia-Pacific,Logistics,3472349,1906964,7,1468545,48,12,63,0.71,7,High,748,2025-11-01 22:08:47.167375+00:00,0.0,0.0,7.0,0.0,0.0,63.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.99,0.571,medium
S_04592,Miller Ltd,Asia-Pacific,Logistics,1302898,1038983,5,1286529,10,5,93,0.91,6,Medium,818,2025-11-01 22:08:47.167528+00:00,2.0,35142.5,52.0,1.0,0.0,76.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.37,0.143,low
S_04593,"Welch, Davis and James",Asia-Pacific,Logistics,303022,231297,9,1577495,17,2,73,0.7,2,Medium,745,2025-11-01 22:08:47.167946+00:00,0.0,0.0,9.0,0.0,0.0,73.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.16,0.0,low
S_04594,Allen-Riggs,LATAM,IT Services,3420975,2117630,59,139474,33,7,91,0.42,10,Medium,647,2025-11-01 22:08:47.168208+00:00,2.0,39794.0,52.0,1.0,0.0,69.5,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.62,1.0,high
S_04595,Morris PLC,LATAM,Logistics,2486653,1040681,84,1555709,7,7,83,0.43,1,Medium,650,2025-11-01 22:08:47.168360+00:00,0.0,0.0,84.0,0.0,0.0,83.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,39.96,0.857,high
S_04596,"Bond, Robinson and Jenkins",North America,Logistics,630369,344914,37,1108302,55,0,73,0.79,6,Medium,776,2025-11-01 22:08:47.168766+00:00,0.0,0.0,37.0,0.0,0.0,73.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,36.51,0.0,low
S_04597,Sutton PLC,North America,Manufacturing,2544026,1957489,61,654644,51,9,91,0.95,0,High,832,2025-11-01 22:08:47.168918+00:00,1.0,12365.0,27.0,1.0,0.0,96.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.04,0.714,high
S_04598,"Norman, Walls and Wallace",North America,Manufacturing,2198968,1362613,89,413371,50,1,96,0.67,4,Low,734,2025-11-01 22:08:47.169294+00:00,0.0,0.0,89.0,0.0,0.0,96.0,Penalty clause included for delayed delivery.,20.9,0.286,low
S_04599,"White, Hill and Cunningham",Asia-Pacific,Biotech,1501130,1051503,2,1505146,32,4,53,1.0,4,High,850,2025-11-01 22:08:47.169668+00:00,1.0,14597.0,54.0,1.0,0.0,74.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.66,0.286,low
S_04600,"Valdez, Williams and Richards",North America,IT Services,665594,494222,26,167370,7,12,72,0.25,5,Medium,587,2025-11-01 22:08:47.170055+00:00,0.0,0.0,26.0,0.0,0.0,72.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.27,0.714,high
S_04601,"Black, Thompson and Hayes",LATAM,Biotech,1870553,1044233,49,880855,6,12,77,0.27,7,Low,594,2025-11-01 22:08:47.170431+00:00,1.0,6152.0,7.0,0.0,0.0,92.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,42.81,0.857,high
S_04602,Williams PLC,Asia-Pacific,Manufacturing,3050802,1624367,29,734698,10,5,75,0.72,0,Medium,752,2025-11-01 22:08:47.170584+00:00,1.0,11101.0,58.0,1.0,0.0,78.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.73,0.286,low
S_04603,Simmons-Mcdaniel,Europe,Facilities,1060328,675497,87,337326,10,5,99,0.41,3,Medium,643,2025-11-01 22:08:47.170844+00:00,0.0,0.0,87.0,0.0,0.0,99.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.26,0.714,high
S_04604,Gonzalez Group,Asia-Pacific,Manufacturing,1013501,464934,90,921057,17,11,80,0.28,1,High,598,2025-11-01 22:08:47.170997+00:00,0.0,0.0,90.0,0.0,0.0,80.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,33.33,0.857,high
S_04605,Smith Ltd,Asia-Pacific,Manufacturing,3151980,1317151,13,1367186,60,6,70,0.69,0,Medium,741,2025-11-01 22:08:47.171149+00:00,1.0,7036.0,77.0,1.0,0.0,84.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.69,0.429,medium
S_04606,"Whitehead, Barton and Williams",Asia-Pacific,IT Services,4235139,2150287,89,85567,37,3,81,0.35,1,High,622,2025-11-01 22:08:47.171522+00:00,0.0,0.0,89.0,0.0,0.0,81.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.13,0.714,high
S_04607,Walker Ltd,Asia-Pacific,Manufacturing,107850,72569,39,682935,58,11,97,0.55,2,Medium,692,2025-11-01 22:08:47.171674+00:00,1.0,34959.0,78.0,1.0,0.0,59.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.89,0.714,high
S_04608,"Bruce, Perez and Wallace",LATAM,Manufacturing,217779,167656,54,1424011,43,2,70,0.64,3,Low,724,2025-11-01 22:08:47.172063+00:00,1.0,25286.0,47.0,1.0,0.0,82.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.85,0.429,medium
S_04609,"Gould, Wilson and Martin",North America,Biotech,3468437,2662690,78,1216056,21,12,54,0.23,9,Low,580,2025-11-01 22:08:47.172440+00:00,0.0,0.0,78.0,0.0,0.0,54.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.29,1.0,high
S_04610,Yang PLC,North America,Biotech,2305613,1626790,64,249628,16,11,89,0.82,7,Low,787,2025-11-01 22:08:47.172592+00:00,0.0,0.0,64.0,0.0,0.0,89.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,25.03,0.571,medium
S_04611,"Johnson, Crawford and Bauer",Europe,Logistics,977750,643529,57,1808560,25,11,54,1.0,5,Medium,850,2025-11-01 22:08:47.172966+00:00,0.0,0.0,57.0,0.0,0.0,54.0,Penalty clause included for delayed delivery.,21.9,0.714,high
S_04612,Smith-Warren,Asia-Pacific,IT Services,2204990,1583097,38,1494140,27,0,59,0.7,6,Medium,745,2025-11-01 22:08:47.173226+00:00,0.0,0.0,38.0,0.0,0.0,59.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,23.28,0.143,low
S_04613,"Richardson, Stephens and Barnes",LATAM,Biotech,1507197,1246627,55,1885347,23,8,54,0.58,1,High,703,2025-11-01 22:08:47.173599+00:00,0.0,0.0,55.0,0.0,0.0,54.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.19,0.714,high
S_04614,Ramirez PLC,Europe,Biotech,637790,459381,17,1475571,35,2,67,0.96,3,High,836,2025-11-01 22:08:47.173782+00:00,0.0,0.0,17.0,0.0,0.0,67.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,15.86,0.143,low
S_04615,"Henderson, Brown and Baker",LATAM,Biotech,3624108,2385849,84,818271,35,7,82,0.59,1,High,706,2025-11-01 22:08:47.174163+00:00,0.0,0.0,84.0,0.0,0.0,82.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.41,0.714,high
S_04616,"Howard, Morales and Calhoun",Europe,IT Services,75540,66499,64,1288590,56,3,90,0.61,5,High,713,2025-11-01 22:08:47.174538+00:00,0.0,0.0,64.0,0.0,0.0,90.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,37.93,0.286,low
S_04617,Martinez and Sons,North America,IT Services,1886953,1183501,22,124845,41,2,92,0.35,3,Medium,622,2025-11-01 22:08:47.174690+00:00,0.0,0.0,22.0,0.0,0.0,92.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.33,0.429,medium
S_04618,Hudson Ltd,LATAM,Logistics,3282504,1339510,57,1742805,15,9,70,0.27,1,Medium,594,2025-11-01 22:08:47.174849+00:00,0.0,0.0,57.0,0.0,0.0,70.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.4,0.857,high
S_04619,Griffin PLC,LATAM,Manufacturing,3249046,2731820,71,1931470,32,9,77,0.72,1,Low,752,2025-11-01 22:08:47.175000+00:00,0.0,0.0,71.0,0.0,0.0,77.0,No clear penalty clause; termination ambiguous.,57.32,0.571,medium
S_04620,Grant-Woods,North America,Logistics,216942,154547,72,388597,48,10,92,0.64,7,Medium,724,2025-11-01 22:08:47.175260+00:00,0.0,0.0,72.0,0.0,0.0,92.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,23.62,0.571,medium
S_04621,"Lopez, Gutierrez and Castro",LATAM,Manufacturing,4105113,3231803,53,489254,57,3,63,0.37,9,Medium,629,2025-11-01 22:08:47.175636+00:00,0.0,0.0,53.0,0.0,0.0,63.0,Penalty clause included for delayed delivery.,24.22,0.714,high
S_04622,Harris LLC,LATAM,Facilities,2956117,2132494,63,908018,6,12,95,0.24,5,Medium,584,2025-11-01 22:08:47.175788+00:00,0.0,0.0,63.0,0.0,0.0,95.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,27.03,0.857,high
S_04623,Francis Group,North America,IT Services,4463464,3641022,6,1433497,44,0,85,0.72,3,High,752,2025-11-01 22:08:47.175949+00:00,0.0,0.0,6.0,0.0,0.0,85.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.03,0.0,low
S_04624,Watson PLC,North America,IT Services,1617149,1442123,47,1878855,33,4,69,0.49,1,Medium,671,2025-11-01 22:08:47.176102+00:00,0.0,0.0,47.0,0.0,0.0,69.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.06,0.857,high
S_04625,Rodriguez Ltd,Europe,IT Services,2465268,1246417,8,833002,9,5,50,0.82,2,Medium,787,2025-11-01 22:08:47.176254+00:00,0.0,0.0,8.0,0.0,0.0,50.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.72,0.286,low
S_04626,Richards-Smith,North America,Facilities,4952029,2968563,74,256731,54,10,82,0.69,1,Medium,741,2025-11-01 22:08:47.176513+00:00,1.0,11773.0,42.0,1.0,0.0,84.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.54,0.714,high
S_04627,Flores and Sons,Europe,Facilities,2654623,1716632,33,1289082,6,3,58,0.69,1,Medium,741,2025-11-01 22:08:47.176665+00:00,0.0,0.0,33.0,0.0,0.0,58.0,Payment terms: net 30 days.,32.54,0.143,low
S_04628,Solis-Lopez,North America,Manufacturing,2391119,1873232,55,930411,27,5,51,0.65,10,Medium,727,2025-11-01 22:08:47.176927+00:00,0.0,0.0,55.0,0.0,0.0,51.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,33.18,0.429,medium
S_04629,Mendoza-Lewis,LATAM,IT Services,2391064,1723581,25,1557300,12,5,78,0.35,5,Medium,622,2025-11-01 22:08:47.177188+00:00,1.0,46051.0,53.0,1.0,1.0,80.0,Supplier notified raw material shortages causing delays.,42.29,0.571,medium
S_04630,Hughes Ltd,Asia-Pacific,Manufacturing,1159582,879072,31,1736464,41,6,52,0.91,3,Low,818,2025-11-01 22:08:47.177340+00:00,0.0,0.0,31.0,0.0,0.0,52.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.82,0.571,medium
S_04631,"Weaver, Lara and Thomas",LATAM,IT Services,543987,368609,56,1793259,29,6,80,0.37,5,Low,629,2025-11-01 22:08:47.177712+00:00,0.0,0.0,56.0,0.0,0.0,80.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,47.73,0.857,high
S_04632,Hodge and Sons,Asia-Pacific,Logistics,2776220,1469607,89,1045578,24,3,88,0.95,2,Medium,832,2025-11-01 22:08:47.177884+00:00,1.0,6689.0,80.0,1.0,0.0,57.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,54.38,0.571,medium
S_04633,Woods Inc,North America,Facilities,4396309,2958035,3,445134,37,8,55,0.28,0,High,598,2025-11-01 22:08:47.178032+00:00,0.0,0.0,3.0,0.0,0.0,55.0,Penalty clause included for delayed delivery.,15.92,0.714,high
S_04634,"Martin, Sims and Gutierrez",North America,Biotech,2139418,1018604,30,549141,12,12,75,0.71,0,Medium,748,2025-11-01 22:08:47.178390+00:00,1.0,25610.0,39.0,1.0,0.0,69.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.6,0.571,medium
S_04635,"Ward, Perez and Baker",Asia-Pacific,Facilities,256256,192742,68,1701645,56,5,57,0.66,6,Medium,731,2025-11-01 22:08:47.179015+00:00,0.0,0.0,68.0,0.0,0.0,57.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,40.41,0.429,medium
S_04636,Goodwin Inc,LATAM,IT Services,4768649,2652394,76,110613,23,3,100,0.21,9,High,573,2025-11-01 22:08:47.179286+00:00,3.0,32222.0,47.666666666666664,1.0,0.0,84.66666666666667,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.22,0.714,high
S_04637,Norman-Johnson,LATAM,Logistics,3394360,1570125,21,987772,50,7,58,0.77,6,High,769,2025-11-01 22:08:47.179554+00:00,0.0,0.0,21.0,0.0,0.0,58.0,Long-term partnership clause with annual reviews.,28.1,0.429,medium
S_04638,"Barber, Brooks and Cole",North America,Logistics,2906130,2214718,2,1573775,60,2,83,0.41,10,Medium,643,2025-11-01 22:08:47.179970+00:00,0.0,0.0,2.0,0.0,0.0,83.0,Supplier notified raw material shortages causing delays.,46.51,0.286,low
S_04639,Goodman and Sons,Asia-Pacific,Biotech,3508365,1652641,11,1493295,39,9,70,0.48,6,Medium,668,2025-11-01 22:08:47.180185+00:00,1.0,26379.0,43.0,1.0,0.0,70.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,33.64,0.714,high
S_04640,Mendez-Tyler,Europe,Logistics,3411390,2505112,57,585518,28,3,88,0.92,1,Medium,822,2025-11-01 22:08:47.180475+00:00,1.0,29878.0,21.0,1.0,0.0,85.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.23,0.429,medium
S_04641,Lucas-Campos,Asia-Pacific,Biotech,1528285,948220,10,1656045,46,4,69,0.39,4,High,636,2025-11-01 22:08:47.180766+00:00,0.0,0.0,10.0,0.0,0.0,69.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,32.0,0.429,medium
S_04642,Allen PLC,LATAM,Logistics,1934028,1138893,82,1364662,8,9,53,0.74,8,Medium,759,2025-11-01 22:08:47.180912+00:00,1.0,17518.0,27.0,1.0,0.0,72.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,18.6,0.714,high
S_04643,Crawford-Jones,LATAM,Biotech,2897518,1602269,50,1590736,19,1,83,0.38,3,Medium,633,2025-11-01 22:08:47.181191+00:00,0.0,0.0,50.0,0.0,0.0,83.0,Supplier notified raw material shortages causing delays.,40.71,0.571,medium
S_04644,"Johnson, Jones and Miller",North America,Manufacturing,1557613,746445,75,358001,47,7,84,0.77,5,High,769,2025-11-01 22:08:47.181565+00:00,2.0,34848.0,29.0,1.0,0.5,79.5,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,40.06,0.857,high
S_04645,Mejia Inc,North America,IT Services,1750056,760742,20,243542,54,6,81,0.44,6,Medium,654,2025-11-01 22:08:47.181718+00:00,0.0,0.0,20.0,0.0,0.0,81.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,48.29,0.571,medium
S_04646,Ramirez-Campbell,LATAM,Manufacturing,4437585,1971673,48,1992703,33,5,82,0.95,9,Medium,832,2025-11-01 22:08:47.181997+00:00,0.0,0.0,48.0,0.0,0.0,82.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.33,0.429,medium
S_04647,"Roman, Stark and Turner",Europe,IT Services,1392723,1147277,46,1168392,14,12,86,0.76,3,Medium,766,2025-11-01 22:08:47.182373+00:00,1.0,36338.0,11.0,1.0,0.0,80.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,38.97,0.714,high
S_04648,"Jacobs, Calhoun and Wyatt",North America,IT Services,2815259,2142269,80,716212,7,11,64,0.4,9,Medium,640,2025-11-01 22:08:47.182752+00:00,0.0,0.0,80.0,0.0,0.0,64.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.29,1.0,high
S_04649,Dixon-Hughes,Europe,IT Services,1674357,985368,49,1273897,54,0,83,0.62,1,Low,717,2025-11-01 22:08:47.183018+00:00,0.0,0.0,49.0,0.0,0.0,83.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,16.23,0.286,low
S_04650,"Lawrence, Castro and Fleming",LATAM,Manufacturing,2518041,1180263,51,1674416,27,3,61,0.69,10,Medium,741,2025-11-01 22:08:47.183393+00:00,0.0,0.0,51.0,0.0,0.0,61.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.8,0.429,medium
S_04651,"Guerrero, Berry and Harrison",Asia-Pacific,Logistics,1920099,789313,2,987892,44,12,56,0.89,9,High,811,2025-11-01 22:08:47.183767+00:00,1.0,16625.0,86.0,1.0,0.0,50.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,72.56,0.714,high
S_04652,Holt LLC,LATAM,Biotech,2495172,1528081,2,168760,28,0,82,0.76,10,Low,766,2025-11-01 22:08:47.183943+00:00,1.0,36158.0,32.0,1.0,0.0,55.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,19.62,0.286,low
