supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts,txn_count,avg_txn_amount,avg_delay,late_ratio,dispute_rate,avg_delivery_quality,contract_text,clause_risk_score,risk_score,risk_label,snapshot_week
S_04144,Marquez Group,North America,Logistics,1667846,1318055,31,1817169,30,8,81,0.51,3,Low,678,2025-11-02 09:16:01.581322+00:00,0.0,0.0,31.775512938992538,0.0,0.0,81.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,38.03,0.286,low,44
S_04145,Willis and Sons,Europe,IT Services,558460,467177,46,106470,57,8,51,0.7,6,Medium,745,2025-11-02 09:16:01.581322+00:00,2.0,33791.0,58.19480931382097,1.0,0.04294264797079567,78.5,No clear penalty clause; termination ambiguous.,50.42,0.714,high,44
S_04146,"Hamilton, Baker and Osborn",LATAM,Logistics,203858,165365,83,1817940,41,7,56,0.69,8,Low,741,2025-11-02 09:16:01.581322+00:00,1.0,45438.0,17.855327479451372,1.0,0.0,88.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,42.75,0.714,high,44
S_04147,"Freeman, Obrien and Cunningham",North America,Manufacturing,2461790,1772146,55,826861,26,8,68,0.91,8,High,818,2025-11-02 09:16:01.581322+00:00,1.0,27386.0,80.41405136987592,1.0,0.0,93.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,56.5,0.714,high,44
S_04148,"Stone, Schaefer and Reyes",Europe,Manufacturing,2070371,1611232,35,913023,9,3,94,0.88,5,Low,808,2025-11-02 09:16:01.581322+00:00,1.0,4588.0,29.59465904193969,0.9660754360750894,0.0,94.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,61.56,0.286,low,44
S_04149,"Rodriguez, Massey and Day",LATAM,Manufacturing,3523628,2085658,72,1818170,60,10,65,0.2,7,Medium,570,2025-11-02 09:16:01.581322+00:00,0.0,0.0,72.89638604946175,0.13677077033189786,0.0,65.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,17.67,1.0,high,44
S_04150,Johnston Inc,LATAM,Biotech,94583,84061,81,1751353,26,11,85,0.43,3,High,650,2025-11-02 09:16:01.581322+00:00,1.0,39926.0,65.29880141818586,1.0,0.05029551772579154,67.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.23,1.0,high,44
S_04151,Ward Ltd,LATAM,Biotech,3991722,2748200,20,1789983,35,6,66,0.21,5,High,573,2025-11-02 09:16:01.581322+00:00,0.0,0.0,20.577849522317955,0.08812319657996898,0.0,66.0,Payment terms: net 30 days.,25.24,0.714,high,44
S_04152,"Mckee, Fisher and Long",North America,IT Services,1627668,1400715,6,1891366,60,1,89,0.2,8,Low,570,2025-11-02 09:16:01.581322+00:00,0.0,0.0,4.554630706632162,0.0,0.0012492496799888539,89.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.27,0.286,low,44
S_04153,"Williams, Holland and Alexander",Asia-Pacific,IT Services,2799553,1794789,69,1075233,55,0,84,0.93,4,High,825,2025-11-02 09:16:01.581322+00:00,1.0,25174.0,43.14453327503001,0.9787757315691981,0.9501508610135995,80.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,23.71,0.571,medium,44
S_04154,Berry-Mills,Europe,Biotech,2629135,1268044,41,1654286,6,7,60,0.22,5,Medium,577,2025-11-02 09:16:01.581322+00:00,0.0,0.0,41.9736232551621,0.042976444699160586,0.018775705374981803,60.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.46,0.857,high,44
S_04155,Li-Fuller,Europe,Biotech,1591695,923762,40,1776246,29,0,57,0.21,3,Medium,573,2025-11-02 09:16:01.581322+00:00,1.0,10262.0,61.49454115048959,0.955693904275976,1.0,75.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.81,0.571,medium,44
S_04156,Caldwell-Johnson,North America,Facilities,2171412,1468805,60,1420307,54,12,72,0.57,0,Medium,699,2025-11-02 09:16:01.581322+00:00,0.0,0.0,61.4515832569449,0.0,0.0,72.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.18,0.571,medium,44
S_04157,"White, Mccoy and Murphy",North America,Biotech,1074121,770737,11,1085591,7,5,97,0.37,1,Low,629,2025-11-02 09:16:01.581322+00:00,0.0,0.0,10.798367685737322,0.0,0.0,97.0,Long-term partnership clause with annual reviews.,26.33,0.286,low,44
S_04158,Knapp-Pham,North America,Facilities,904199,478452,5,586398,53,5,54,0.3,5,Medium,605,2025-11-02 09:16:01.581322+00:00,0.0,0.0,7.320215735166333,0.0,0.021039644307966985,54.0,Payment terms: net 30 days.,32.11,0.429,medium,44
S_04159,"Bryant, Macdonald and Howard",Europe,Facilities,1835439,1107839,79,314924,56,12,74,0.37,8,Medium,629,2025-11-02 09:16:01.581322+00:00,0.0,0.0,81.37169603304181,0.0032652538992167263,0.040121936340811924,74.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,53.35,0.857,high,44
S_04160,"Cooper, Beltran and Wright",Europe,Biotech,4948239,3130918,78,435857,8,9,59,0.41,10,Medium,643,2025-11-02 09:16:01.581322+00:00,1.0,25226.0,6.416189135434692,0.0,0.07241834231342291,63.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.67,1.0,high,44
S_04161,Bowers-Nguyen,LATAM,Manufacturing,1758381,1025986,25,872910,57,0,78,0.68,1,High,738,2025-11-02 09:16:01.581322+00:00,0.0,0.0,24.73461908020421,0.026682069753542044,0.0,78.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.11,0.0,low,44
S_04162,"Ritter, Baker and Leon",Europe,Biotech,1082623,890629,78,191505,14,10,70,0.36,8,Low,626,2025-11-02 09:16:01.581322+00:00,0.0,0.0,76.54726824312793,0.0,0.0,70.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,52.8,0.857,high,44
S_04163,Hansen PLC,LATAM,Facilities,633163,436440,24,913199,25,3,77,0.65,5,Medium,727,2025-11-02 09:16:01.581322+00:00,1.0,21799.0,24.170746486178277,0.9945123110395142,0.020861979302602664,57.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.49,0.286,low,44
S_04164,"Morris, Morales and Bailey",Asia-Pacific,IT Services,1685432,1258161,76,1671358,23,5,76,0.27,8,Medium,594,2025-11-02 09:16:01.581322+00:00,0.0,0.0,72.62406422634189,0.02157969919600522,0.0,76.0,No clear penalty clause; termination ambiguous.,55.89,0.571,medium,44
S_04165,Kirk Inc,Asia-Pacific,Manufacturing,3138349,2692933,48,1480607,20,12,91,0.23,1,Medium,580,2025-11-02 09:16:01.581322+00:00,0.0,0.0,48.579162788811836,0.05563968919486226,0.005078534975294459,91.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.19,0.857,high,44
S_04166,Bell-Medina,LATAM,Logistics,4668695,2427379,86,1603111,8,2,62,0.66,0,High,731,2025-11-02 09:16:01.581322+00:00,0.0,0.0,84.72807512031531,0.0,0.0,62.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.94,0.571,medium,44
S_04167,Stewart LLC,Europe,Biotech,1813210,1201390,30,227358,48,9,74,0.39,0,Medium,636,2025-11-02 09:16:01.581322+00:00,1.0,22231.0,9.532021963647146,0.0,1.0,60.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.14,0.857,high,44
S_04168,Sloan Inc,Europe,Facilities,2771229,1130875,0,60857,55,4,65,0.22,8,Low,577,2025-11-02 09:16:01.581322+00:00,1.0,38459.0,78.20090226087336,0.935020671902858,0.0,54.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,31.24,0.571,medium,44
S_04169,"Sullivan, Howell and Fowler",Asia-Pacific,Facilities,3233764,1358349,63,1378008,15,6,52,0.54,2,Medium,689,2025-11-02 09:16:01.581322+00:00,0.0,0.0,64.89923367823405,0.04012404971566539,0.0,52.0,Payment terms: net 30 days.,30.09,0.714,high,44
S_04170,Harris-Chase,LATAM,Facilities,4048278,2029274,64,70699,28,3,81,0.79,3,Medium,776,2025-11-02 09:16:01.581322+00:00,0.0,0.0,60.848501181258015,0.0,0.010005300028317303,81.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,22.5,0.286,low,44
S_04171,Bell-Shaffer,Europe,Logistics,4703608,2328067,5,1193297,35,0,55,0.82,9,Medium,787,2025-11-02 09:16:01.581322+00:00,0.0,0.0,6.844618910962511,0.11015578860817388,0.042214261058631915,55.0,Long-term partnership clause with annual reviews.,33.94,0.143,low,44
S_04172,Fischer-Chung,Asia-Pacific,Facilities,4922011,3199270,80,1451628,35,5,56,0.63,8,Medium,720,2025-11-02 09:16:01.581322+00:00,0.0,0.0,82.00553828129918,0.0,0.0008026938894651071,56.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.08,0.571,medium,44
S_04173,Smith-Lopez,North America,Biotech,3373344,2204494,80,1847656,56,10,76,0.31,3,Medium,608,2025-11-02 09:16:01.581322+00:00,1.0,45815.0,11.863470056974618,0.956053472383362,0.0,79.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.17,1.0,high,44
S_04174,Stout-Graves,Europe,Biotech,4474166,3241346,8,1854150,33,8,86,0.95,6,High,832,2025-11-02 09:16:01.581322+00:00,1.0,34393.0,56.242656790743496,0.9966050977637206,0.025236823299180356,79.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.58,0.429,medium,44
S_04175,"Phillips, Castro and Thompson",LATAM,Biotech,3224262,2387457,67,142740,16,7,87,0.82,0,Medium,787,2025-11-02 09:16:01.581322+00:00,0.0,0.0,66.48201074683406,0.043226426760912866,0.0,87.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,20.94,0.571,medium,44
S_04176,"Dominguez, Gonzalez and Davis",Asia-Pacific,Facilities,1420954,797528,2,895605,40,12,54,0.5,10,Medium,675,2025-11-02 09:16:01.581322+00:00,2.0,26121.0,39.52614775702262,0.9537693557517831,0.031334101232626484,88.5,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.37,0.429,medium,44
S_04177,"Melendez, Alvarado and Phelps",Asia-Pacific,Manufacturing,1175453,861504,78,1658739,35,9,78,0.33,0,High,615,2025-11-02 09:16:01.581322+00:00,1.0,34018.0,59.613597544887334,1.0,0.0197650032404943,99.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.87,1.0,high,44
S_04178,Baldwin PLC,Europe,IT Services,396345,269269,0,1305623,40,5,96,0.65,4,High,727,2025-11-02 09:16:01.581322+00:00,0.0,0.0,1.081286325712554,0.043857970819507125,0.0,96.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.49,0.143,low,44
S_04179,Sanders-Morse,North America,IT Services,4501897,3820717,68,527333,18,4,76,0.99,5,Medium,846,2025-11-02 09:16:01.581322+00:00,2.0,3875.0,49.405198020501686,1.0,0.0,60.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.36,0.714,high,44
S_04180,Kirk Ltd,Europe,Facilities,3890887,1672847,12,464141,10,10,82,0.93,0,Medium,825,2025-11-02 09:16:01.581322+00:00,0.0,0.0,14.060980452174949,0.0,0.0069581127238540486,82.0,Long-term partnership clause with annual reviews.,28.79,0.286,low,44
S_04181,Austin-Arellano,LATAM,IT Services,3594165,1538504,81,1280539,42,7,90,0.8,10,Medium,780,2025-11-02 09:16:01.581322+00:00,0.0,0.0,80.5636177930371,0.06708940314427202,0.031650005785781705,90.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.54,0.714,high,44
S_04182,Key-Ramos,North America,Logistics,253814,158015,22,1944300,47,12,71,0.62,3,Medium,717,2025-11-02 09:16:01.581322+00:00,0.0,0.0,23.17331028712316,0.04029470523282326,0.056149010200602735,71.0,Standard contract with net 30 payment terms.,25.88,0.286,low,44
S_04183,Sanchez and Sons,LATAM,Manufacturing,1113031,605116,10,709680,56,5,81,0.53,8,Low,685,2025-11-02 09:16:01.581322+00:00,0.0,0.0,9.310339381902647,0.003538288323962062,0.0,81.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.59,0.143,low,44
S_04184,"Haney, Johnson and Walker",LATAM,Logistics,875696,663079,36,1726621,16,1,80,0.39,10,Medium,636,2025-11-02 09:16:01.581322+00:00,2.0,28656.5,22.722124249216336,0.48674941825001633,0.0,78.5,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,45.32,0.429,medium,44
S_04185,"Lucero, Sanchez and Perez",Asia-Pacific,IT Services,1203646,629658,14,1051824,40,2,78,0.42,3,Medium,647,2025-11-02 09:16:01.581322+00:00,0.0,0.0,15.561269830089012,0.0,0.020796724541849387,78.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,45.67,0.286,low,44
S_04186,"Cain, Thomas and Phillips",LATAM,Facilities,377320,232938,4,1117038,25,0,78,0.48,8,High,668,2025-11-02 09:16:01.581322+00:00,0.0,0.0,0.0,0.0,0.007968711285662232,78.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.54,0.286,low,44
S_04187,Mathews Group,North America,Manufacturing,3413609,1932193,57,627197,32,6,58,0.4,1,Medium,640,2025-11-02 09:16:01.581322+00:00,0.0,0.0,56.49380572216654,0.0,0.0,58.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,32.21,1.0,high,44
S_04188,Perry-Arnold,Asia-Pacific,Facilities,4125009,2357328,16,672900,27,10,69,0.61,2,High,713,2025-11-02 09:16:01.581322+00:00,1.0,32414.0,51.110612399655,0.993696364612244,0.0,94.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.25,0.571,medium,44
S_04189,"Lee, Lopez and Stone",LATAM,Facilities,4766214,2322393,22,1210732,44,0,79,0.83,2,High,790,2025-11-02 09:16:01.581322+00:00,0.0,0.0,21.325859211913336,0.0,0.051255098892364896,79.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.01,0.143,low,44
S_04190,Burton-Oneal,Asia-Pacific,Manufacturing,3573412,2203821,3,217393,26,12,66,0.58,1,High,703,2025-11-02 09:16:01.581322+00:00,0.0,0.0,4.372838480955725,0.04649774837041676,0.0006571532149624297,66.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.44,0.429,medium,44
S_04191,Francis-Mann,Europe,Biotech,1422718,858720,68,1112293,19,3,89,0.55,2,Low,692,2025-11-02 09:16:01.581322+00:00,1.0,35172.0,15.933506726517942,1.0,0.0012021782987015235,89.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,35.25,0.429,medium,44
S_04192,Lara-Baker,LATAM,Logistics,4549575,2172729,82,1857953,22,6,91,0.73,8,Medium,755,2025-11-02 09:16:01.581322+00:00,0.0,0.0,80.24880364830933,0.0016531308269097011,0.04137684620135393,91.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,38.04,0.571,medium,44
S_04193,Diaz-Schaefer,LATAM,Manufacturing,1616287,695323,46,851889,29,7,67,0.65,10,Medium,727,2025-11-02 09:16:01.581322+00:00,0.0,0.0,42.09164947942925,0.0,0.0084907106506637,67.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,18.22,0.714,high,44
S_04194,Flores LLC,Europe,Facilities,4743932,3443675,10,1490659,25,12,87,0.93,2,Medium,825,2025-11-02 09:16:01.581322+00:00,1.0,15984.0,87.95075280917524,1.0,0.027616200595917146,75.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.74,0.571,medium,44
S_04195,Rubio and Sons,Asia-Pacific,Manufacturing,4085256,2956759,4,119653,52,1,59,0.39,6,Medium,636,2025-11-02 09:16:01.581322+00:00,1.0,24594.0,10.22469379074335,0.9943319721352126,0.044269166242598225,95.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,26.72,0.429,medium,44
S_04196,Heath-Andersen,North America,Biotech,2443845,1954314,9,607149,44,12,52,0.88,9,Low,808,2025-11-02 09:16:01.581322+00:00,0.0,0.0,5.623648280971069,0.0,0.07597447884549775,52.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.59,0.571,medium,44
S_04197,Pope PLC,North America,Facilities,751183,447790,85,1253355,26,4,71,0.21,4,Low,573,2025-11-02 09:16:01.581322+00:00,0.0,0.0,87.5595657329665,0.03381652274105707,0.0,71.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,44.48,0.571,medium,44
S_04198,Davis PLC,North America,Facilities,2135560,1799300,34,1801411,31,2,91,0.23,7,Medium,580,2025-11-02 09:16:01.581322+00:00,0.0,0.0,36.43136459341318,0.0,0.0,91.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.7,0.286,low,44
S_04199,"Alvarez, Edwards and Aguirre",North America,IT Services,1360895,667449,16,722769,48,10,85,0.84,9,Medium,794,2025-11-02 09:16:01.581322+00:00,1.0,48838.0,39.89629001587259,1.0,0.0,52.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,46.58,0.571,medium,44
S_04200,"Perez, Bailey and Park",Europe,Manufacturing,3889878,2526621,25,341026,12,6,75,0.75,5,Low,762,2025-11-02 09:16:01.581322+00:00,1.0,7061.0,11.883923705022012,1.0,0.0,82.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.47,0.429,medium,44
S_04201,"Nicholson, Walker and Adams",North America,Manufacturing,3404299,2637453,7,1325329,40,10,92,0.66,6,Medium,731,2025-11-02 09:16:01.581322+00:00,0.0,0.0,7.206700286736752,0.027560114770544677,0.04530201573950059,92.0,Payment terms: net 30 days.,29.86,0.286,low,44
S_04202,Stevens Group,LATAM,Manufacturing,601342,304699,32,11949,46,2,72,0.89,0,Low,811,2025-11-02 09:16:01.581322+00:00,0.0,0.0,36.32490079588182,0.060542814268310985,0.0,72.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,47.18,0.0,low,44
S_04203,Garza-Brown,Europe,Facilities,3465385,3108360,32,524220,25,9,91,0.42,4,Medium,647,2025-11-02 09:16:01.581322+00:00,1.0,31060.0,53.79733143777754,0.9635419921126321,1.0,82.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,34.0,0.857,high,44
S_04204,Johnson Group,LATAM,IT Services,3522023,1516005,40,413625,24,7,81,0.47,10,Low,664,2025-11-02 09:16:01.581322+00:00,0.0,0.0,42.003155119479366,0.016591231759901088,0.0,81.0,Long-term partnership clause with annual reviews.,32.23,0.571,medium,44
S_04205,"Santos, Huang and Woods",LATAM,Manufacturing,717162,343148,47,1480353,42,5,62,0.27,8,Medium,594,2025-11-02 09:16:01.581322+00:00,1.0,44502.0,27.74758658212887,1.0,0.0,79.0,Payment terms: net 30 days.,26.33,0.714,high,44
S_04206,"Hernandez, Fleming and Jones",LATAM,IT Services,4231997,2885756,23,134433,22,11,54,0.47,10,Medium,664,2025-11-02 09:16:01.581322+00:00,2.0,44763.5,39.8372432233786,1.0,0.0,87.0,Penalty clause included for delayed delivery.,16.21,0.714,high,44
S_04207,"Hill, King and Mosley",Europe,Logistics,2760758,1172954,12,847531,23,11,64,0.33,0,Low,615,2025-11-02 09:16:01.581322+00:00,2.0,21538.0,0.7045019787350228,0.07159242719295704,0.024514440047189896,61.5,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,34.94,0.714,high,44
S_04208,Reeves Group,Europe,Biotech,2114417,1860211,58,1488298,23,4,91,0.7,4,High,745,2025-11-02 09:16:01.581322+00:00,0.0,0.0,55.342796257382986,0.0,0.0,91.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,29.94,0.286,low,44
S_04209,Padilla-Bender,Asia-Pacific,IT Services,1270372,939506,67,908812,37,11,91,0.67,4,Low,734,2025-11-02 09:16:01.581322+00:00,1.0,23197.0,47.711463488171304,1.0,0.025763524546593468,98.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,73.58,0.857,high,44
S_04210,Lewis-Hayes,LATAM,Facilities,501244,232947,81,1344748,54,6,96,0.44,4,Low,654,2025-11-02 09:16:01.581322+00:00,1.0,9400.0,90.56010821685462,1.0,0.030910151485427247,82.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,21.34,1.0,high,44
S_04211,"Terry, Torres and Hall",Europe,IT Services,4083465,1843224,1,869983,34,10,100,0.32,10,Low,612,2025-11-02 09:16:01.581322+00:00,1.0,29246.0,64.63215888962557,1.0,0.0,52.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,30.23,0.857,high,44
S_04212,"Shah, Thomas and Ryan",LATAM,Biotech,232730,127021,22,1296830,38,2,87,0.23,9,High,580,2025-11-02 09:16:01.581322+00:00,0.0,0.0,22.77054901526401,0.0,0.014120596936311857,87.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.11,0.286,low,44
S_04213,"Matthews, Huffman and Arellano",Europe,Manufacturing,3231549,1500532,16,898502,28,8,72,0.71,9,Medium,748,2025-11-02 09:16:01.581322+00:00,1.0,8185.0,27.448736650241052,0.98301294015042,0.02618783637579364,83.0,Supplier notified raw material shortages causing delays.,47.27,0.429,medium,44
S_04214,Joseph LLC,Europe,IT Services,472053,310544,9,13701,27,10,73,0.97,7,Medium,839,2025-11-02 09:16:01.581322+00:00,0.0,0.0,6.622077002859909,0.09695110045285403,0.0,73.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,23.85,0.286,low,44
S_04215,"Wilson, Madden and Austin",Asia-Pacific,Logistics,4813688,2562083,44,1881158,30,5,57,0.27,10,High,594,2025-11-02 09:16:01.581322+00:00,0.0,0.0,42.86496849133531,0.0,0.0,57.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,20.62,0.429,medium,44
S_04216,"Gutierrez, Martin and Lee",Asia-Pacific,IT Services,1920276,821757,59,1460761,7,8,99,0.43,0,Medium,650,2025-11-02 09:16:01.581322+00:00,0.0,0.0,52.49973705959214,0.038857736800756236,0.0,99.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.79,0.857,high,44
S_04217,"Ayala, Mayo and Houston",Europe,Biotech,1865759,1053014,83,623331,21,5,78,0.26,8,Medium,591,2025-11-02 09:16:01.581322+00:00,0.0,0.0,87.01734375700818,0.0046617847569347445,0.008290402516245304,78.0,Penalty clause included for delayed delivery.,18.66,0.571,medium,44
S_04218,Banks Group,North America,Facilities,2310580,1166000,88,1537218,59,1,59,0.89,8,High,811,2025-11-02 09:16:01.581322+00:00,0.0,0.0,92.06566375889749,0.0,0.006869689281899075,59.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.51,0.571,medium,44
S_04219,"Wilson, Davis and Shah",Europe,Facilities,895188,496188,19,208518,48,8,55,0.84,5,High,794,2025-11-02 09:16:01.581322+00:00,1.0,13231.0,8.141412152754404,0.0,0.0,68.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.77,0.429,medium,44
S_04220,"Haynes, Jennings and Ballard",Europe,Facilities,4208954,3021286,58,118735,37,0,73,0.98,0,Medium,843,2025-11-02 09:16:01.581322+00:00,1.0,1653.0,62.91151985953641,0.9917663312427876,0.0,66.0,No clear penalty clause; termination ambiguous.,54.91,0.571,medium,44
S_04221,Horton-Taylor,North America,Facilities,3162398,2739652,49,1412430,19,2,78,0.96,6,High,836,2025-11-02 09:16:01.581322+00:00,0.0,0.0,47.44687258344386,0.0,0.0,78.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,62.22,0.429,medium,44
S_04222,White-Collins,Europe,Logistics,2192204,1345369,57,330701,6,12,81,0.77,9,Medium,769,2025-11-02 09:16:01.581322+00:00,0.0,0.0,58.48717599425918,0.03631767715874841,0.0,81.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,32.1,0.571,medium,44
S_04223,Mann LLC,North America,Facilities,2191899,1439446,82,516707,34,9,83,0.79,7,Medium,776,2025-11-02 09:16:01.581322+00:00,1.0,9688.0,52.151739589161274,1.0,0.0,71.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.19,0.714,high,44
S_04224,Davis-Green,Europe,Biotech,2808271,1950228,55,1762805,59,3,74,0.33,9,Low,615,2025-11-02 09:16:01.581322+00:00,0.0,0.0,54.085676860116784,0.0,0.0,74.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.46,0.571,medium,44
S_04225,Perez Ltd,Asia-Pacific,IT Services,4405187,1999138,86,1701350,43,8,93,0.44,3,Low,654,2025-11-02 09:16:01.581322+00:00,0.0,0.0,85.42209076870063,0.04554169428262422,0.014755875030915636,93.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,42.81,0.857,high,44
S_04226,"Miller, Hayes and Davis",Europe,Biotech,3089377,1491517,18,1566855,44,0,56,0.56,6,Low,696,2025-11-02 09:16:01.581322+00:00,0.0,0.0,19.478942195444045,0.015599290725534877,0.0,56.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,37.29,0.143,low,44
S_04227,Smith-Obrien,Asia-Pacific,Logistics,3001971,1923773,36,946028,60,12,84,0.28,7,Low,598,2025-11-02 09:16:01.581322+00:00,0.0,0.0,37.93197926136703,0.004672642895806447,0.0,84.0,Long-term partnership clause with annual reviews.,28.04,0.571,medium,44
S_04228,"Brown, Brooks and Jackson",Europe,Logistics,3079271,2711582,9,1368114,34,9,99,0.71,3,High,748,2025-11-02 09:16:01.581322+00:00,0.0,0.0,7.237630732994322,0.06927956853085945,0.021803985356088747,99.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,72.01,0.429,medium,44
S_04229,"Smith, Murphy and Torres",LATAM,IT Services,1838150,1559434,8,1302392,59,6,97,0.71,1,Low,748,2025-11-02 09:16:01.581322+00:00,0.0,0.0,5.690536440864898,0.05173091169258068,0.0,97.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.23,0.286,low,44
