supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts
S_06652,"Delgado, Brown and Conrad",LATAM,Logistics,2356644,2012779,87,1163856,8,0,97,0.41,10,Medium,643,2025-11-02 09:15:47.569726+00:00
S_06653,Johnson LLC,Europe,Biotech,3826363,1709555,13,569139,13,1,58,0.96,1,Low,836,2025-11-02 09:15:47.570249+00:00
S_06654,Myers Group,Asia-Pacific,Biotech,391187,254692,64,620973,10,9,62,0.98,6,Medium,843,2025-11-02 09:15:47.570756+00:00
S_06655,"Taylor, Duncan and Gonzalez",Europe,Manufacturing,1462642,1151010,88,642112,43,4,77,0.5,0,Medium,675,2025-11-02 09:15:47.572030+00:00
S_06656,"Silva, Smith and Marshall",Europe,Biotech,628451,357464,16,237488,43,10,65,0.78,8,Low,773,2025-11-02 09:15:47.573302+00:00
S_06657,"Edwards, Brown and Simpson",Europe,Manufacturing,1423371,1246584,39,1970814,17,3,55,0.31,1,Medium,608,2025-11-02 09:15:47.574626+00:00
S_06658,Cook PLC,LATAM,Manufacturing,2657175,1405094,79,1545521,46,10,86,0.59,8,Medium,706,2025-11-02 09:15:47.575187+00:00
S_06659,Johnson Group,Europe,Manufacturing,1959777,1155054,4,668802,58,3,87,0.26,5,Low,591,2025-11-02 09:15:47.575805+00:00
S_06660,Gilbert Inc,Europe,Biotech,2650117,1426923,82,170519,14,9,92,0.4,9,High,640,2025-11-02 09:15:47.576588+00:00
S_06661,Goodwin Inc,Asia-Pacific,Logistics,3892805,1706401,56,623644,42,1,66,0.76,8,Medium,766,2025-11-02 09:15:47.577618+00:00
S_06662,"Hayes, Martin and Rodriguez",Europe,Manufacturing,2408103,2019325,74,359934,9,12,56,0.34,8,Medium,619,2025-11-02 09:15:47.579234+00:00
S_06663,"Hess, Knight and Paul",LATAM,Biotech,4127187,3189817,69,423351,15,12,86,0.25,2,Low,587,2025-11-02 09:15:47.580777+00:00
S_06664,Wilkerson-Rios,LATAM,Logistics,518980,426278,2,194141,55,6,84,0.26,0,Low,591,2025-11-02 09:15:47.581753+00:00
S_06665,Thomas-Wilson,Europe,Biotech,3945071,1784531,73,982541,29,10,91,0.39,10,Medium,636,2025-11-02 09:15:47.582638+00:00
S_06666,Stewart-Weeks,North America,Biotech,3863654,3352367,71,1312165,7,6,76,0.59,5,Medium,706,2025-11-02 09:15:47.583704+00:00
S_06667,Paul-Sparks,Asia-Pacific,Logistics,2853724,1540384,2,115227,57,2,77,0.54,10,Low,689,2025-11-02 09:15:47.584711+00:00
S_06668,Rodriguez-Jackson,LATAM,Logistics,742988,594690,56,675868,20,10,89,0.53,9,Low,685,2025-11-02 09:15:47.585645+00:00
S_06669,Wells Inc,North America,Facilities,2223299,993799,9,1142199,32,9,83,0.9,1,Low,815,2025-11-02 09:15:47.586167+00:00
S_06670,Scott-Sanchez,North America,Biotech,1494291,874241,23,1198216,21,0,51,0.72,4,Medium,752,2025-11-02 09:15:47.587069+00:00
S_06671,Lucero and Sons,Europe,Biotech,2352779,1254653,70,1320586,35,6,90,0.69,1,Medium,741,2025-11-02 09:15:47.587619+00:00
S_06672,Malone LLC,North America,Biotech,3498583,2050434,4,1574657,9,1,51,0.82,9,High,787,2025-11-02 09:15:47.588140+00:00
S_06673,White and Sons,LATAM,Facilities,4036308,2263581,85,1896317,57,7,57,0.38,9,Medium,633,2025-11-02 09:15:47.588644+00:00
S_06674,Wong Inc,North America,Logistics,2829621,1507248,83,491651,40,6,70,0.59,1,Medium,706,2025-11-02 09:15:47.589166+00:00
S_06675,Peterson and Sons,Europe,Facilities,4215080,1999285,62,367174,28,9,95,0.98,0,Medium,843,2025-11-02 09:15:47.589695+00:00
S_06676,"Nelson, Miller and Best",Europe,Manufacturing,1655042,791476,15,1473491,29,1,92,0.48,0,High,668,2025-11-02 09:15:47.590972+00:00
S_06677,"Cross, Aguilar and Torres",Europe,IT Services,958065,633655,55,207061,19,10,55,0.34,1,High,619,2025-11-02 09:15:47.592358+00:00
S_06678,Salinas-Wells,North America,Facilities,2787290,1763242,88,189337,9,9,55,0.93,2,High,825,2025-11-02 09:15:47.594022+00:00
S_06679,Bennett Inc,Europe,Biotech,2178697,1389726,46,1287868,30,3,83,0.77,10,Medium,769,2025-11-02 09:15:47.594918+00:00
S_06680,Craig Group,Asia-Pacific,Facilities,2146025,1445174,14,1309982,32,6,61,0.46,3,Low,661,2025-11-02 09:15:47.595528+00:00
S_06681,"Garrett, Stewart and Walker",LATAM,Logistics,446519,265891,59,1645399,49,5,80,0.21,0,Medium,573,2025-11-02 09:15:47.596852+00:00
S_06682,Ruiz Inc,North America,Facilities,2828488,1831478,69,484684,19,12,77,0.25,8,High,587,2025-11-02 09:15:47.597384+00:00
S_06683,"Owens, Cardenas and Cortez",Asia-Pacific,Facilities,585229,311420,45,774190,34,5,64,0.43,1,High,650,2025-11-02 09:15:47.598624+00:00
S_06684,Waller Ltd,LATAM,Facilities,418387,367105,77,1488102,34,4,61,0.95,7,Medium,832,2025-11-02 09:15:47.599388+00:00
S_06685,Nelson LLC,North America,Logistics,643943,579315,44,285625,45,1,93,0.42,6,Medium,647,2025-11-02 09:15:47.599934+00:00
S_06686,"Howard, Fernandez and Rodriguez",Asia-Pacific,Facilities,4207270,2211983,8,1408610,52,5,85,0.65,10,Medium,727,2025-11-02 09:15:47.601203+00:00
S_06687,Anderson Inc,Asia-Pacific,Biotech,3548704,2867820,56,1692359,16,5,66,0.62,5,Low,717,2025-11-02 09:15:47.601722+00:00
S_06688,"Contreras, Flores and Conrad",Europe,Logistics,1469535,789421,17,404941,8,8,97,0.9,9,Low,815,2025-11-02 09:15:47.602980+00:00
S_06689,"Nielsen, Davis and Trujillo",Asia-Pacific,Logistics,662408,468745,13,1576606,26,0,56,0.31,0,High,608,2025-11-02 09:15:47.604208+00:00
S_06690,"Gilmore, Holder and Warner",North America,IT Services,2120668,1551175,86,1457822,43,0,53,0.66,9,Medium,731,2025-11-02 09:15:47.605489+00:00
S_06691,"Obrien, Herrera and Gutierrez",LATAM,IT Services,1069652,761524,12,1199709,17,8,62,0.55,2,High,692,2025-11-02 09:15:47.606715+00:00
S_06692,Hawkins-Moody,North America,Manufacturing,3154566,2193327,54,1869152,50,11,78,0.85,0,Medium,797,2025-11-02 09:15:47.607600+00:00
S_06693,"Craig, Martinez and Ford",North America,Manufacturing,1535850,1192399,73,1819567,44,3,100,0.91,4,Medium,818,2025-11-02 09:15:47.608826+00:00
S_06694,Velez PLC,LATAM,Facilities,4724951,2227898,60,582411,53,6,78,0.81,9,High,783,2025-11-02 09:15:47.609704+00:00
S_06695,"Adams, Bryant and Johnson",LATAM,Logistics,66580,30557,62,1778344,41,2,54,0.76,10,Medium,766,2025-11-02 09:15:47.611753+00:00
S_06696,"Hall, Nicholson and Grant",North America,Manufacturing,1193489,718704,65,1374296,22,6,68,0.59,2,Medium,706,2025-11-02 09:15:47.613141+00:00
S_06697,Davila Inc,LATAM,Facilities,2130303,1055323,46,1085674,60,11,79,0.44,3,High,654,2025-11-02 09:15:47.613799+00:00
S_06698,"Johnson, Carter and Mathis",Asia-Pacific,IT Services,766601,585814,23,667467,41,6,80,0.9,4,Medium,815,2025-11-02 09:15:47.615255+00:00
S_06699,Miller LLC,Europe,Manufacturing,2489544,1251626,68,241605,53,5,74,0.45,1,High,657,2025-11-02 09:15:47.615939+00:00
S_06700,Williams PLC,Europe,Logistics,4244935,3019658,4,1495776,24,6,50,0.35,8,Low,622,2025-11-02 09:15:47.616589+00:00
S_06701,"Barber, Rice and Colon",LATAM,IT Services,3289435,1370946,17,613518,58,12,83,0.75,0,Medium,762,2025-11-02 09:15:47.617913+00:00
S_06702,Long Ltd,LATAM,Manufacturing,961976,760580,62,1957405,44,0,84,0.61,4,Medium,713,2025-11-02 09:15:47.618436+00:00
S_06703,"Anderson, Gonzalez and Nguyen",Europe,Facilities,2723308,1704332,13,161691,28,11,60,0.95,7,Medium,832,2025-11-02 09:15:47.619747+00:00
S_06704,Ramirez LLC,Europe,Facilities,168045,74176,30,402885,8,4,53,0.57,6,Low,699,2025-11-02 09:15:47.620283+00:00
S_06705,"Kim, Cole and Sampson",Europe,Facilities,1415952,688080,64,210367,47,11,97,0.87,9,Low,804,2025-11-02 09:15:47.621701+00:00
S_06706,"Moore, Walker and Sheppard",North America,Manufacturing,3878651,3082190,27,65246,36,3,76,0.65,6,High,727,2025-11-02 09:15:47.622989+00:00
S_06707,Flores-Reynolds,North America,Biotech,3446734,2136339,55,1660396,44,7,83,0.57,1,Medium,699,2025-11-02 09:15:47.623931+00:00
S_06708,Klein Inc,North America,IT Services,3415260,1475585,69,374331,32,10,94,0.5,5,Medium,675,2025-11-02 09:15:47.624453+00:00
S_06709,Jones and Sons,Europe,Logistics,394317,352820,14,1707894,14,7,54,0.24,10,Medium,584,2025-11-02 09:15:47.624993+00:00
S_06710,Paul Group,Asia-Pacific,Manufacturing,1229341,966859,56,1875635,47,0,88,0.27,6,Medium,594,2025-11-02 09:15:47.625574+00:00
S_06711,"Mcmillan, Hernandez and Smith",LATAM,Facilities,3897843,1955445,32,1200032,45,2,85,0.38,4,High,633,2025-11-02 09:15:47.627599+00:00
S_06712,Smith-Clark,North America,Facilities,4145417,2694971,35,29593,26,4,84,0.62,5,Low,717,2025-11-02 09:15:47.628942+00:00
S_06713,Smith Inc,LATAM,Manufacturing,997393,462118,48,1084529,58,7,65,0.3,7,High,605,2025-11-02 09:15:47.629635+00:00
S_06714,Dunn Group,LATAM,Facilities,2319166,1045062,89,1458102,29,8,91,0.41,9,Medium,643,2025-11-02 09:15:47.630476+00:00
S_06715,Mcguire Ltd,LATAM,Biotech,1103067,881385,18,1451582,28,9,82,0.81,3,High,783,2025-11-02 09:15:47.631479+00:00
S_06716,"Mcknight, Chavez and Wheeler",North America,Biotech,4775971,3084073,85,1222466,19,6,82,0.75,6,Low,762,2025-11-02 09:15:47.633750+00:00
S_06717,"Smith, Black and Armstrong",Asia-Pacific,Manufacturing,2280993,1004421,17,1492835,57,6,54,0.33,0,Medium,615,2025-11-02 09:15:47.635338+00:00
S_06718,"Kidd, Martinez and Wilson",Europe,Facilities,605521,389703,48,1390616,28,3,88,0.78,9,Medium,773,2025-11-02 09:15:47.636671+00:00
S_06719,Johnson Inc,LATAM,Facilities,1835411,943669,20,894065,54,4,60,0.98,6,Medium,843,2025-11-02 09:15:47.637209+00:00
S_06720,Bradley-Figueroa,North America,Manufacturing,3826366,2032017,17,1729862,18,5,92,0.55,2,Medium,692,2025-11-02 09:15:47.638120+00:00
S_06721,Hoover and Sons,North America,Facilities,2295724,1001398,51,307369,55,11,81,0.39,6,Medium,636,2025-11-02 09:15:47.638660+00:00
S_06722,"Simpson, Peck and Harmon",Asia-Pacific,Biotech,4083466,2520014,82,671369,30,4,57,0.62,3,High,717,2025-11-02 09:15:47.639891+00:00
S_06723,"Nunez, Landry and Ray",LATAM,Manufacturing,245659,187216,78,1481651,37,2,89,0.52,4,Medium,682,2025-11-02 09:15:47.641156+00:00
S_06724,Singh-Williamson,Asia-Pacific,Facilities,1747012,704396,75,119272,10,10,66,0.99,8,High,846,2025-11-02 09:15:47.642250+00:00
S_06725,Smith-Pope,LATAM,IT Services,4701766,3915361,46,1449921,6,3,91,0.26,6,Low,591,2025-11-02 09:15:47.643572+00:00
S_06726,Evans-Zhang,Europe,Facilities,1284378,720776,42,1558121,59,10,68,0.54,3,High,689,2025-11-02 09:15:47.644650+00:00
S_06727,Bender PLC,North America,Logistics,1600576,1025758,35,1892967,30,11,61,0.78,4,Low,773,2025-11-02 09:15:47.645327+00:00
S_06728,Castillo-Scott,Europe,Facilities,3200229,2582578,76,1581099,22,11,72,0.92,8,Medium,822,2025-11-02 09:15:47.646363+00:00
S_06729,Williams Inc,Europe,Manufacturing,506286,321759,8,100336,53,5,74,0.84,4,High,794,2025-11-02 09:15:47.647445+00:00
S_06730,"Cabrera, Compton and Robertson",Asia-Pacific,Manufacturing,237824,139453,49,1048450,45,5,93,0.53,2,High,685,2025-11-02 09:15:47.649490+00:00
S_06731,"Robinson, Hamilton and Zamora",LATAM,IT Services,239564,196005,40,1595089,60,10,91,0.71,5,Low,748,2025-11-02 09:15:47.651495+00:00
S_06732,"Conley, Benton and Miller",LATAM,Facilities,192271,101778,73,798974,46,3,99,0.56,9,High,696,2025-11-02 09:15:47.653946+00:00
S_06733,Mills Inc,North America,Biotech,2601647,1553527,21,1788578,23,11,53,0.64,4,Medium,724,2025-11-02 09:15:47.654753+00:00
S_06734,Davis-Munoz,Asia-Pacific,Manufacturing,3410142,2371432,9,1503893,60,6,53,0.49,0,Medium,671,2025-11-02 09:15:47.656006+00:00
S_06735,"Wood, Green and Mason",Asia-Pacific,Facilities,1207592,780692,76,1307415,16,6,74,0.32,2,Medium,612,2025-11-02 09:15:47.658008+00:00
S_06736,"Mccarty, Parker and Kaufman",North America,Facilities,2382271,1891173,84,146418,60,4,83,0.92,10,Medium,822,2025-11-02 09:15:47.659797+00:00
S_06737,Fields Ltd,LATAM,IT Services,4556289,4013551,83,1953931,41,6,56,0.69,4,Medium,741,2025-11-02 09:15:47.660801+00:00
S_06738,Jones and Sons,North America,Manufacturing,1325304,1091855,28,1725900,49,6,84,0.73,7,Medium,755,2025-11-02 09:15:47.662066+00:00
S_06739,Farmer-Ramirez,North America,Logistics,4067370,3471265,65,1002827,33,7,50,0.42,10,High,647,2025-11-02 09:15:47.663615+00:00
S_06740,Johnson-Morris,North America,Biotech,2636283,1564692,37,1392906,10,3,88,0.94,0,High,829,2025-11-02 09:15:47.664803+00:00
S_06741,"Lawson, Wright and Perkins",LATAM,Logistics,4578543,3463800,66,1603490,57,11,64,0.24,5,Medium,584,2025-11-02 09:15:47.666198+00:00
S_06742,"Nelson, Sullivan and Alexander",North America,IT Services,2797937,1376639,4,1240370,19,1,88,0.71,1,Medium,748,2025-11-02 09:15:47.667506+00:00
S_06743,"Brown, Brown and Taylor",Asia-Pacific,Logistics,585707,512396,27,1328765,14,11,68,0.32,1,High,612,2025-11-02 09:15:47.668779+00:00
S_06744,"Le, Patrick and Mccarthy",Europe,Manufacturing,3607214,2210730,41,832140,32,12,98,0.53,0,Low,685,2025-11-02 09:15:47.670016+00:00
S_06745,"Kent, Barker and Hernandez",Asia-Pacific,IT Services,79611,34576,9,1509747,13,10,58,0.77,0,High,769,2025-11-02 09:15:47.671281+00:00
S_06746,Delgado PLC,LATAM,Manufacturing,332958,276596,42,784806,56,4,96,0.32,2,Medium,612,2025-11-02 09:15:47.671817+00:00
S_06747,Carlson-Wang,North America,IT Services,3791580,1639135,6,663461,28,2,83,0.74,8,Medium,759,2025-11-02 09:15:47.672702+00:00
S_06748,Hernandez Group,North America,Biotech,2484656,1025313,87,538975,45,11,70,0.78,2,Medium,773,2025-11-02 09:15:47.673215+00:00
S_06749,Johnson LLC,North America,Biotech,2863739,2518116,37,1548696,53,6,67,0.76,1,Low,766,2025-11-02 09:15:47.673717+00:00
S_06750,"Eaton, Crawford and Barker",North America,Manufacturing,4129036,1915091,26,172923,25,4,85,0.32,8,Medium,612,2025-11-02 09:15:47.674999+00:00
S_06751,Mcdonald LLC,North America,Logistics,1970771,1387750,47,571886,40,5,98,0.53,9,Medium,685,2025-11-02 09:15:47.675519+00:00
S_06752,"Maddox, Jenkins and Moore",Europe,Facilities,3801637,2179620,62,89752,58,0,72,0.46,6,High,661,2025-11-02 09:15:47.677640+00:00
S_06753,Cooper Group,Europe,Logistics,2480062,1762980,4,1500219,40,1,95,0.43,1,Medium,650,2025-11-02 09:15:47.679221+00:00
S_06754,Smith Inc,Europe,Biotech,3497706,2665239,81,919395,11,3,74,0.34,1,Medium,619,2025-11-02 09:15:47.680602+00:00
S_06755,Harvey PLC,North America,Logistics,907911,588179,80,1341280,60,9,93,0.21,2,High,573,2025-11-02 09:15:47.681645+00:00
S_06756,Arnold LLC,LATAM,Biotech,1309533,1129655,49,86308,9,11,95,1.0,7,Medium,850,2025-11-02 09:15:47.682260+00:00
S_06757,Dunn Ltd,North America,IT Services,2800702,1627363,42,818944,14,11,62,0.56,9,Medium,696,2025-11-02 09:15:47.682797+00:00
S_06758,Mays-Fuller,LATAM,Biotech,4216867,1819474,36,1760583,27,7,82,0.53,5,Medium,685,2025-11-02 09:15:47.683805+00:00
S_06759,"Villegas, Reed and Smith",North America,Biotech,107666,82172,3,1239844,26,9,89,0.66,0,Medium,731,2025-11-02 09:15:47.685201+00:00
S_06760,"Cline, Sanders and Ware",Europe,Facilities,198411,162677,51,1612641,58,2,96,0.88,5,Medium,808,2025-11-02 09:15:47.686477+00:00
S_06761,Marshall and Sons,Asia-Pacific,Logistics,509241,210114,59,1713890,8,3,64,0.39,0,Low,636,2025-11-02 09:15:47.687036+00:00
S_06762,Brown Group,LATAM,Facilities,1410842,859846,79,1573629,32,8,91,0.42,8,Low,647,2025-11-02 09:15:47.687553+00:00
S_06763,Johnson-Miller,LATAM,IT Services,3789283,1685797,65,122101,45,10,54,0.79,0,Medium,776,2025-11-02 09:15:47.688409+00:00
S_06764,"Allen, Thomas and Miller",LATAM,Facilities,1359146,659936,36,1624581,39,5,72,0.92,1,Medium,822,2025-11-02 09:15:47.689660+00:00
S_06765,Cummings Ltd,Europe,IT Services,3808195,1909831,36,1672988,42,1,78,0.23,1,Medium,580,2025-11-02 09:15:47.690174+00:00
S_06766,Gonzalez and Sons,Asia-Pacific,Facilities,493359,435308,5,711609,40,3,91,0.39,3,Low,636,2025-11-02 09:15:47.690675+00:00
S_06767,"Moss, Schaefer and Simmons",Asia-Pacific,Logistics,2634186,1877932,36,1039036,29,0,77,0.87,3,Medium,804,2025-11-02 09:15:47.691933+00:00
S_06768,Davis-Johnson,Europe,Biotech,4735094,3370274,88,1979708,17,8,75,0.97,3,Medium,839,2025-11-02 09:15:47.693265+00:00
S_06769,Potts-Espinoza,Europe,IT Services,4935027,4398721,10,143843,57,5,58,0.72,5,Medium,752,2025-11-02 09:15:47.694982+00:00
S_06770,Jimenez Group,Asia-Pacific,Manufacturing,900247,554317,37,453520,51,3,51,0.72,5,High,752,2025-11-02 09:15:47.695702+00:00
S_06771,Walton-Walker,Asia-Pacific,Manufacturing,3439466,1850328,18,817788,60,8,61,0.66,7,High,731,2025-11-02 09:15:47.697171+00:00
S_06772,"Mcintyre, Molina and Collins",Europe,Biotech,3459027,1812039,7,1229037,57,10,59,0.81,10,High,783,2025-11-02 09:15:47.699488+00:00
S_06773,"Williams, Hutchinson and Rios",LATAM,Manufacturing,658915,384690,90,412679,33,7,65,0.27,1,Medium,594,2025-11-02 09:15:47.701207+00:00
S_06774,Good Group,North America,Manufacturing,2491150,1422659,13,1616449,50,12,87,0.96,10,High,836,2025-11-02 09:15:47.701794+00:00
S_06775,Christian LLC,Europe,Facilities,3685429,1487345,75,1048698,8,7,62,0.8,9,Medium,780,2025-11-02 09:15:47.702312+00:00
S_06776,Bryan-Johnson,North America,Manufacturing,3103080,2478811,80,1791231,42,8,77,0.28,8,Medium,598,2025-11-02 09:15:47.703210+00:00
S_06777,"Davis, Young and Diaz",Asia-Pacific,Manufacturing,3654103,1718719,1,1418137,56,7,72,0.36,6,Medium,626,2025-11-02 09:15:47.704430+00:00
S_06778,"Paul, Garrett and Harris",LATAM,Facilities,2581014,1078929,50,541784,15,2,73,0.45,6,High,657,2025-11-02 09:15:47.705678+00:00
S_06779,"Parker, Bruce and Green",North America,Logistics,3102467,1410822,8,1637132,45,1,69,0.25,4,High,587,2025-11-02 09:15:47.706921+00:00
S_06780,Grant-Henderson,North America,IT Services,1659232,938686,35,128924,21,2,80,0.63,4,High,720,2025-11-02 09:15:47.707793+00:00
S_06781,Kidd-Nichols,Europe,Logistics,2188050,1273400,72,302091,14,7,54,0.55,9,High,692,2025-11-02 09:15:47.708688+00:00
S_06782,Bentley Inc,Asia-Pacific,Manufacturing,129177,94996,37,1423671,39,6,60,0.58,9,Low,703,2025-11-02 09:15:47.709406+00:00
S_06783,"Shelton, Mckenzie and Barnett",Europe,Logistics,4134233,2971643,36,687659,18,8,57,0.61,2,Medium,713,2025-11-02 09:15:47.711825+00:00
S_06784,Long Inc,LATAM,Facilities,1097023,881660,34,1470564,6,11,99,0.92,0,Medium,822,2025-11-02 09:15:47.712494+00:00
S_06785,"Myers, Barnes and Lamb",Europe,Facilities,4725056,3170517,57,97870,10,7,59,0.67,1,Low,734,2025-11-02 09:15:47.714076+00:00
S_06786,Frederick-Logan,Asia-Pacific,Facilities,778227,685935,36,553139,56,0,53,0.63,0,Medium,720,2025-11-02 09:15:47.715060+00:00
S_06787,Chase LLC,Europe,Logistics,2146054,1033707,53,637347,43,2,64,0.71,2,Medium,748,2025-11-02 09:15:47.715597+00:00
S_06788,Huber PLC,Asia-Pacific,Manufacturing,2541993,2134175,28,1066255,42,3,69,0.71,7,Medium,748,2025-11-02 09:15:47.716113+00:00
S_06789,Henson-Ortiz,Asia-Pacific,Logistics,2398910,1811298,24,327199,60,5,62,0.97,7,Medium,839,2025-11-02 09:15:47.717157+00:00
S_06790,"Ramos, Chase and Adams",Europe,Facilities,2532783,1973993,8,807646,24,8,66,0.82,3,Medium,787,2025-11-02 09:15:47.718628+00:00
S_06791,"Carter, Mcdonald and Miller",Asia-Pacific,Facilities,1071975,500803,5,687077,27,3,82,0.43,5,Low,650,2025-11-02 09:15:47.719935+00:00
S_06792,Lane Ltd,Asia-Pacific,Biotech,2984346,2073465,81,1120253,42,12,53,0.63,3,Low,720,2025-11-02 09:15:47.720456+00:00
S_06793,Ward Inc,Asia-Pacific,IT Services,4007224,3095491,73,742792,56,8,71,0.57,3,Medium,699,2025-11-02 09:15:47.720994+00:00
S_06794,Proctor-Rodriguez,North America,Logistics,930100,779689,68,1730198,19,2,97,0.3,1,Low,605,2025-11-02 09:15:47.721992+00:00
S_06795,"Turner, Cunningham and Holder",LATAM,Manufacturing,928207,785622,82,1880014,34,6,58,0.88,5,Low,808,2025-11-02 09:15:47.723373+00:00
S_06796,Martinez LLC,North America,Manufacturing,4870579,2308665,81,1398846,44,8,90,0.56,3,High,696,2025-11-02 09:15:47.723911+00:00
S_06797,Cain-Parker,Asia-Pacific,Logistics,840377,610540,12,13570,9,7,68,0.31,9,Medium,608,2025-11-02 09:15:47.724787+00:00
S_06798,Barber-Koch,North America,IT Services,4566617,2410642,37,87807,23,12,65,0.58,8,Low,703,2025-11-02 09:15:47.726485+00:00
S_06799,Kelley-Meza,LATAM,Facilities,530330,321003,66,1385064,10,5,63,0.63,9,High,720,2025-11-02 09:15:47.727974+00:00
S_06800,Miller Ltd,Europe,Logistics,3221081,2795010,26,817348,23,12,77,0.32,9,Medium,612,2025-11-02 09:15:47.729051+00:00
S_06801,Bridges-Jacobs,LATAM,IT Services,4809609,3596104,72,1907739,60,2,50,0.74,5,Medium,759,2025-11-02 09:15:47.730380+00:00
S_06802,Martin-Scott,North America,Facilities,4726925,4022019,19,782205,35,9,55,0.62,6,High,717,2025-11-02 09:15:47.731579+00:00
S_06803,Smith Group,LATAM,Logistics,527683,320641,16,774308,17,3,58,0.9,0,Medium,815,2025-11-02 09:15:47.732267+00:00
S_06804,"Vazquez, Owen and Day",LATAM,Logistics,3445661,1964116,4,1031074,6,1,58,0.53,0,High,685,2025-11-02 09:15:47.733659+00:00
S_06805,Miranda Inc,LATAM,IT Services,4662166,4048652,66,1083293,16,2,59,0.43,7,High,650,2025-11-02 09:15:47.734226+00:00
S_06806,"Page, Snyder and Gonzalez",Europe,Manufacturing,2670501,1729083,42,1069192,36,8,92,0.61,7,High,713,2025-11-02 09:15:47.735542+00:00
S_06807,"Miller, Thomas and Wright",Europe,Biotech,495563,296330,61,1465044,31,7,79,1.0,0,Medium,850,2025-11-02 09:15:47.736832+00:00
S_06808,"Patterson, Parker and Rogers",Europe,Facilities,4083076,2788052,51,1975341,36,2,85,0.91,0,High,818,2025-11-02 09:15:47.738143+00:00
S_06809,"Mccormick, Mason and Shields",Asia-Pacific,Facilities,3769150,2904806,4,194991,17,3,71,0.9,7,Medium,815,2025-11-02 09:15:47.739404+00:00
S_06810,Ramsey PLC,Asia-Pacific,Biotech,1512614,1164377,4,1949274,40,3,69,0.36,0,Medium,626,2025-11-02 09:15:47.740002+00:00
S_06811,"Ramirez, Solis and Herrera",Asia-Pacific,Logistics,3204555,1917043,39,163596,23,8,80,0.31,7,Medium,608,2025-11-02 09:15:47.741425+00:00
S_06812,Sullivan-Cline,Asia-Pacific,Manufacturing,2510322,1633263,29,804974,38,12,96,0.47,0,Medium,664,2025-11-02 09:15:47.743286+00:00
S_06813,Reed Inc,North America,Biotech,4461197,3480656,21,51340,34,9,74,0.94,4,High,829,2025-11-02 09:15:47.744047+00:00
S_06814,Kaiser and Sons,North America,Facilities,4468948,3645377,45,281749,58,5,95,0.81,3,Medium,783,2025-11-02 09:15:47.744878+00:00
S_06815,Martin LLC,Asia-Pacific,IT Services,606346,284555,41,69103,7,12,62,0.7,0,Medium,745,2025-11-02 09:15:47.745527+00:00
S_06816,Gonzalez-Brady,LATAM,Facilities,3959267,1684089,22,996474,39,7,53,0.94,3,Low,829,2025-11-02 09:15:47.746473+00:00
S_06817,Pham and Sons,North America,IT Services,2146367,1797473,64,1631330,19,10,75,0.31,3,High,608,2025-11-02 09:15:47.747033+00:00
S_06818,Roy Inc,Asia-Pacific,Biotech,1103549,846780,54,986069,23,3,90,0.61,6,High,713,2025-11-02 09:15:47.747553+00:00
S_06819,"Morales, Collins and Manning",Europe,Logistics,4276671,2549265,70,1448690,47,1,78,0.75,5,High,762,2025-11-02 09:15:47.748833+00:00
S_06820,"Coleman, Colon and Allen",Asia-Pacific,Facilities,383349,340568,8,1130687,57,8,83,0.75,0,Medium,762,2025-11-02 09:15:47.750125+00:00
S_06821,Garcia Ltd,Asia-Pacific,Manufacturing,3319944,2732626,29,186708,43,1,99,0.74,4,High,759,2025-11-02 09:15:47.750642+00:00
S_06822,"Brennan, Cruz and Archer",Europe,Manufacturing,3459014,2156237,50,1688270,57,8,96,0.56,6,Medium,696,2025-11-02 09:15:47.751856+00:00
S_06823,Martin Ltd,Asia-Pacific,Facilities,4568004,3740862,7,1893994,53,7,85,0.98,1,High,843,2025-11-02 09:15:47.752415+00:00
S_06824,Garcia Group,Asia-Pacific,Biotech,3882708,1790722,54,692429,60,5,82,0.88,9,Medium,808,2025-11-02 09:15:47.752920+00:00
S_06825,"Clayton, Dean and Gaines",North America,Facilities,1144721,868510,61,82098,24,9,56,0.38,4,Low,633,2025-11-02 09:15:47.754163+00:00
S_06826,Miller LLC,Asia-Pacific,Facilities,1047911,862835,30,506785,19,8,93,0.62,3,High,717,2025-11-02 09:15:47.754672+00:00
S_06827,Mays and Sons,North America,Manufacturing,4233928,2190282,17,1941368,58,10,69,0.34,10,Medium,619,2025-11-02 09:15:47.755179+00:00
S_06828,Ellison-Wells,Asia-Pacific,Manufacturing,545462,416039,45,191041,18,0,81,0.79,4,Medium,776,2025-11-02 09:15:47.756060+00:00
S_06829,Allen Ltd,North America,Manufacturing,1284429,640945,78,1830270,16,10,51,0.95,5,Low,832,2025-11-02 09:15:47.756566+00:00
S_06830,Adkins-Lawrence,Europe,Biotech,336069,249026,84,335593,32,3,96,0.88,0,Low,808,2025-11-02 09:15:47.757949+00:00
S_06831,Gill-Peters,Europe,Facilities,1776197,769339,82,868697,56,4,59,0.24,9,High,584,2025-11-02 09:15:47.759970+00:00
S_06832,Norman Inc,Asia-Pacific,Facilities,3428348,2416960,68,1401675,48,1,94,0.28,2,High,598,2025-11-02 09:15:47.761401+00:00
